placement_id,shape_index,x_mm,y_mm,z_mm,theta_deg,radius_mm,protrusion_um,rot_axis_x,rot_axis_y,rot_axis_z,rot_angle_deg
1,0,24.979157918,1.014711409,0.000000000,2.326209,24.999759,3.7685,0.675469,0.422698,0.604209,124.8048
