time_s,RF1_N,RF2_N,RF3_N,RM3_Nmm,F_normal_N,F_tangential_N,F_tangential_from_torque_N,F_magnitude_N
1.03512406e-07,6.84422193e-05,-9.55021733e-06,4.29532179e-07,-0.000307875132,-6.8005566e-05,1.2279537e-05,1.23150053e-05,6.91066461e-05
1.04424522e-07,6.41407096e-05,-8.49786557e-06,4.28211052e-07,-0.00027722813,-6.37495799e-05,1.10560124e-05,1.10891252e-05,6.47026098e-05
1.05336952e-07,5.90305863e-05,-7.53327686e-06,3.8803654e-07,-0.000247955497,-5.86821174e-05,9.88784488e-06,9.91821988e-06,5.95105953e-05
1.06203778e-07,5.3787724e-05,-6.65943526e-06,3.40795879e-07,-0.000220815986,-5.34783932e-05,8.80504369e-06,8.83263943e-06,5.41994786e-05
1.07116428e-07,5.77352803e-05,-9.14697921e-06,3.73171048e-07,-0.000286956638,-5.73233166e-05,1.1448458e-05,1.14782655e-05,5.84565572e-05
1.08029127e-07,6.4043852e-05,-1.00157795e-05,4.00140351e-07,-0.000315045443,-6.35920994e-05,1.25688389e-05,1.26018177e-05,6.48235369e-05
1.08941862e-07,6.94869304e-05,-1.08102058e-05,4.34814609e-07,-0.000340399856,-6.89990554e-05,1.35802949e-05,1.36159942e-05,7.0324129e-05
1.0980893e-07,7.63305143e-05,-1.37115449e-05,1.53122556e-07,-0.000419808726,-7.57211425e-05,1.67529835e-05,1.67923491e-05,7.75524166e-05
1.10721288e-07,8.30316494e-05,-1.43644929e-05,2.4813184e-07,-0.000442901131,-8.23908064e-05,1.76733832e-05,1.77160453e-05,8.42653845e-05
1.11633391e-07,8.49078351e-05,-1.38047499e-05,3.71236979e-07,-0.000430813467,-8.42878751e-05,1.71891153e-05,1.72325387e-05,8.60235398e-05
1.12545194e-07,8.27964905e-05,-1.24173821e-05,4.76518068e-07,-0.000394013739,-8.22336993e-05,1.5718426e-05,1.57605496e-05,8.37238155e-05
1.13411367e-07,7.58482856e-05,-1.05452837e-05,5.10519783e-07,-0.00034020943,-7.53659162e-05,1.3569971e-05,1.36083772e-05,7.65795408e-05
1.14323043e-07,7.05066122e-05,-9.20474758e-06,5.12930512e-07,-0.0003013112,-7.00821227e-05,1.20168972e-05,1.2052448e-05,7.11067707e-05
1.15234521e-07,6.47531924e-05,-8.08022469e-06,4.70320174e-07,-0.000267393247,-6.4378274e-05,1.06631984e-05,1.06957299e-05,6.52570851e-05
1.16100331e-07,5.93143013e-05,-7.15392753e-06,4.11097488e-07,-0.000238746288,-5.89807754e-05,9.52014457e-06,9.54985153e-06,5.97455774e-05
1.17012846e-07,6.21099534e-05,-9.85969564e-06,4.27192219e-07,-0.000309172028,-6.16659894e-05,1.23355446e-05,1.23668811e-05,6.28891279e-05
1.1792639e-07,6.86954736e-05,-1.07428004e-05,4.61812107e-07,-0.000337896432,-6.82109271e-05,1.34812936e-05,1.35158573e-05,6.95319288e-05
1.18839395e-07,7.50757099e-05,-1.16411184e-05,5.22664152e-07,-0.000366792869,-7.45501368e-05,1.46340344e-05,1.46717147e-05,7.59746736e-05
1.19706527e-07,8.01664137e-05,-1.46449111e-05,1.60473107e-07,-0.000446985709,-7.95166489e-05,1.78389982e-05,1.78794283e-05,8.149327e-05
1.20618807e-07,8.79641448e-05,-1.55638809e-05,2.53367432e-07,-0.000477831578,-8.72713936e-05,1.9069059e-05,1.91132631e-05,8.93307861e-05
1.21530491e-07,9.27187357e-05,-1.53749534e-05,3.9191724e-07,-0.000477919442,-9.20297364e-05,1.90704155e-05,1.91167777e-05,9.3985673e-05
1.22441691e-07,9.26543944e-05,-1.40386383e-05,5.55830297e-07,-0.00044446651,-9.2018885e-05,1.77325964e-05,1.77786604e-05,9.37135482e-05
1.23307203e-07,8.34013335e-05,-1.15857029e-05,6.25077064e-07,-0.000373821124,-8.28713168e-05,1.49115993e-05,1.49528449e-05,8.42045228e-05
1.24218317e-07,7.77111054e-05,-1.00519983e-05,6.09373387e-07,-0.000329745671,-7.72469721e-05,1.31515731e-05,1.31898269e-05,7.83608953e-05
1.25129063e-07,7.17035582e-05,-8.8401066e-06,5.64423544e-07,-0.000293389428,-7.1292693e-05,1.1700413e-05,1.17355771e-05,7.22486423e-05
1.26039581e-07,6.54708201e-05,-7.77291643e-06,4.89891477e-07,-0.000260420813,-6.51076167e-05,1.03848334e-05,1.04168325e-05,6.5932439e-05
1.26904467e-07,6.63566607e-05,-1.05637e-05,4.96894927e-07,-0.000331037736,-6.58811471e-05,1.32088089e-05,1.32415094e-05,6.71940852e-05
1.27813919e-07,7.36213406e-05,-1.14962013e-05,5.46809758e-07,-0.000361681188,-7.31027259e-05,1.4431074e-05,1.44672475e-05,7.45155248e-05
1.28723428e-07,8.11256323e-05,-1.25813249e-05,5.86624026e-07,-0.000396379561,-8.05576216e-05,1.58154212e-05,1.58551824e-05,8.20975157e-05
1.29632937e-07,8.75561018e-05,-1.60932759e-05,1.96328628e-07,-0.000490621198,-8.68425069e-05,1.95817132e-05,1.96248479e-05,8.90230478e-05
1.30542389e-07,9.44629501e-05,-1.68276529e-05,3.28710172e-07,-0.000515951775,-9.37144632e-05,2.0591703e-05,2.0638071e-05,9.59506482e-05
1.31406679e-07,9.96348317e-05,-1.67166509e-05,4.51972767e-07,-0.000518407091,-9.88866467e-05,2.06876099e-05,2.07362836e-05,0.000101028463
1.32317084e-07,0.000101103011,-1.54124245e-05,6.36354798e-07,-0.000487305602,-0.000100405807,1.94431383e-05,1.94922241e-05,0.000102273
1.33228099e-07,9.08925795e-05,-1.24736971e-05,7.20004607e-07,-0.000403557729,-9.03210603e-05,1.60984532e-05,1.61423092e-05,9.17473298e-05
1.34139626e-07,8.43432281e-05,-1.06635362e-05,7.3977111e-07,-0.00035170815,-8.38493348e-05,1.4027836e-05,1.4068326e-05,8.5017871e-05
1.35005379e-07,7.7994584e-05,-9.35833395e-06,6.82253301e-07,-0.000312677439,-7.75579631e-05,1.24697998e-05,1.25070976e-05,7.85569794e-05
1.3591665e-07,7.14055786e-05,-8.24236213e-06,6.01194358e-07,-0.000278131454,-7.10188552e-05,1.10912307e-05,1.11252582e-05,7.18822275e-05
1.36827737e-07,7.0524271e-05,-1.12045054e-05,5.67041127e-07,-0.000351241993,-7.00197984e-05,1.40157617e-05,1.40496797e-05,7.14110305e-05
1.37738184e-07,7.81779599e-05,-1.21746416e-05,6.30036482e-07,-0.000383216771,-7.76285701e-05,1.52911877e-05,1.53286709e-05,7.91227671e-05
1.38603042e-07,8.60876826e-05,-1.33105168e-05,6.60450667e-07,-0.000419590826,-8.54865429e-05,1.67424589e-05,1.6783633e-05,8.71131169e-05
1.39513375e-07,9.09315713e-05,-1.70632338e-05,1.6906256e-07,-0.000518241257,-9.01764884e-05,2.06858781e-05,2.07296503e-05,9.25188262e-05
1.40423793e-07,0.00010033149,-1.82562362e-05,2.93774718e-07,-0.000557548483,-9.95211809e-05,2.22538227e-05,2.23019393e-05,0.000101979333
1.41334269e-07,0.00010722084,-1.82461445e-05,4.88035198e-07,-0.000564259593,-0.000106405423,2.25192395e-05,2.25703837e-05,0.00010876336
1.4224517e-07,0.000108491557,-1.66347581e-05,7.34992398e-07,-0.000525283976,-0.000107739562,2.09599572e-05,2.10113591e-05,0.000109761893
1.43110455e-07,9.80282784e-05,-1.35189775e-05,8.07138179e-07,-0.000436860049,-9.74092514e-05,1.74282494e-05,1.7474402e-05,9.89593735e-05
1.44021357e-07,9.14789634e-05,-1.15580297e-05,8.35330979e-07,-0.000381245045,-9.09435921e-05,1.52069673e-05,1.52498018e-05,9.22100134e-05
1.44932059e-07,8.46253461e-05,-1.00426378e-05,7.5204872e-07,-0.000336454192,-8.41560564e-05,1.3418716e-05,1.34581677e-05,8.52224697e-05
1.45842435e-07,7.71460764e-05,-8.71277825e-06,6.52832171e-07,-0.000295666367,-7.67359495e-05,1.17908292e-05,1.18266547e-05,7.76392671e-05
1.4670718e-07,7.42714692e-05,-1.18911421e-05,6.41720248e-07,-0.000372163864,-7.37365411e-05,1.48516971e-05,1.48865546e-05,7.52200917e-05
1.47616447e-07,8.36796462e-05,-1.31528732e-05,7.0943895e-07,-0.000413194939,-8.30867368e-05,1.64886456e-05,1.65277976e-05,8.47100027e-05
1.4852543e-07,9.20000384e-05,-1.42729823e-05,7.7477705e-07,-0.000449587649,-9.13556811e-05,1.79405857e-05,1.7983506e-05,9.31038419e-05
