time_s,ALLIE_mJ,ALLKE_mJ,ALLAE_mJ,ALLSE_mJ,ALLPD_mJ,ALLDMD_mJ,ALLWK_mJ,ALLVD_mJ,ETOTAL_mJ
7.5615425e-08,2.41651726e-10,0.00873762928,9.04622002e-11,1.51189533e-10,0,0,1.10565548e-08,5.55379744e-12,0.00873762928
7.65280035e-08,2.34439385e-10,0.00873762928,9.10331532e-11,1.43406231e-10,0,0,1.12497753e-08,5.66899349e-12,0.00873762928
7.7440717e-08,2.30972935e-10,0.00873762928,9.26840271e-11,1.38288908e-10,0,0,1.147699e-08,5.93325302e-12,0.00873762928
7.83077851e-08,2.25901839e-10,0.00873762928,9.03778302e-11,1.35524009e-10,0,0,1.17161614e-08,6.17594777e-12,0.00873762928
7.92205057e-08,2.30674035e-10,0.00873762928,8.96269101e-11,1.41047132e-10,0,0,1.19927437e-08,6.42318794e-12,0.00873762928
8.01331268e-08,2.47289189e-10,0.00873762928,9.35065012e-11,1.53782695e-10,0,0,1.23093189e-08,6.7156467e-12,0.00873762928
8.10453784e-08,2.72522727e-10,0.00873762928,1.00673858e-10,1.71848882e-10,0,0,1.26546835e-08,6.97745507e-12,0.00873762928
8.19116579e-08,3.03283426e-10,0.00873762928,1.10371157e-10,1.92912283e-10,0,0,1.29886741e-08,7.14769129e-12,0.00873762928
8.28232558e-08,3.31147526e-10,0.00873762928,1.21542401e-10,2.09605125e-10,0,0,1.33222766e-08,7.26324383e-12,0.00873762928
8.37348537e-08,3.32212258e-10,0.00873762928,1.2515719e-10,2.07055081e-10,0,0,1.36142813e-08,7.38756972e-12,0.00873762928
8.46007282e-08,3.26743688e-10,0.00873762928,1.25437313e-10,2.01306388e-10,0,0,1.3866889e-08,7.53031838e-12,0.00873762928
8.55118856e-08,3.19056503e-10,0.00873762928,1.24199553e-10,1.94856964e-10,0,0,1.41070746e-08,7.69734883e-12,0.00873762928
8.64229577e-08,3.09673259e-10,0.00873762928,1.24412425e-10,1.85260848e-10,0,0,1.43223495e-08,7.84867484e-12,0.00873762928
8.73362183e-08,3.05265591e-10,0.00873762928,1.26597621e-10,1.78667955e-10,0,0,1.4575523e-08,8.1654206e-12,0.00873762928
8.82037341e-08,2.98950475e-10,0.00873762928,1.24301208e-10,1.74649267e-10,0,0,1.48431045e-08,8.45621403e-12,0.00873762928
8.91165755e-08,3.01812519e-10,0.00873762928,1.22519786e-10,1.79292733e-10,0,0,1.51494799e-08,8.75740973e-12,0.00873762928
9.0029225e-08,3.20625054e-10,0.00873762928,1.27704486e-10,1.92920582e-10,0,0,1.55009339e-08,9.13872016e-12,0.00873762928
9.09414837e-08,3.51292662e-10,0.00873762928,1.36578901e-10,2.14713761e-10,0,0,1.58896398e-08,9.44893296e-12,0.00873762928
9.18077419e-08,3.87903071e-10,0.00873763021,1.47496695e-10,2.40406389e-10,0,0,1.62659024e-08,9.6916598e-12,0.00873762928
9.2719219e-08,4.24989016e-10,0.00873763021,1.61396452e-10,2.63592564e-10,0,0,1.66455152e-08,9.85663114e-12,0.00873762928
9.36307529e-08,4.30950414e-10,0.00873763021,1.66366226e-10,2.64584188e-10,0,0,1.6976168e-08,1.00283488e-11,0.00873762928
9.45421164e-08,4.22646418e-10,0.00873763021,1.66256356e-10,2.56390048e-10,0,0,1.72725088e-08,1.02256849e-11,0.00873762928
9.54076285e-08,4.11237905e-10,0.00873763021,1.64688665e-10,2.46549253e-10,0,0,1.75249291e-08,1.04367391e-11,0.00873762928
9.63185585e-08,3.96896099e-10,0.00873763021,1.63806954e-10,2.33089131e-10,0,0,1.77634991e-08,1.06417618e-11,0.00873762928
9.72291616e-08,3.89948185e-10,0.00873763021,1.65700079e-10,2.24248106e-10,0,0,1.80346369e-08,1.10028896e-11,0.00873762928
9.81393029e-08,3.84078852e-10,0.00873763021,1.64393735e-10,2.19685103e-10,0,0,1.83447462e-08,1.13793905e-11,0.00873762928
9.90039766e-08,3.87568533e-10,0.00873763021,1.62612215e-10,2.24956317e-10,0,0,1.866864e-08,1.17503706e-11,0.00873762928
9.99142031e-08,4.04861727e-10,0.00873763021,1.67203737e-10,2.37658004e-10,0,0,1.90489775e-08,1.21611497e-11,0.00873762928
1.00824522e-07,4.39398989e-10,0.00873763021,1.77821105e-10,2.61577898e-10,0,0,1.94822523e-08,1.25990876e-11,0.00873762928
1.01735182e-07,4.86168328e-10,0.00873763021,1.91634708e-10,2.94533647e-10,0,0,1.99257144e-08,1.2914436e-11,0.00873762928
1.0260073e-07,5.32681455e-10,0.00873763021,2.08605716e-10,3.24075711e-10,0,0,2.03282884e-08,1.31265467e-11,0.00873762928
1.03512406e-07,5.42778822e-10,0.00873763021,2.15393245e-10,3.27385591e-10,0,0,2.06954329e-08,1.33553628e-11,0.00873762928
1.04424522e-07,5.33229016e-10,0.00873763021,2.14976412e-10,3.18252591e-10,0,0,2.10220428e-08,1.36137551e-11,0.00873762928
1.05336952e-07,5.17246634e-10,0.00873763021,2.10862355e-10,3.06384251e-10,0,0,2.1315536e-08,1.39086746e-11,0.00873762928
1.06203778e-07,4.98980524e-10,0.00873763021,2.08730006e-10,2.90250546e-10,0,0,2.15645315e-08,1.41733448e-11,0.00873762928
1.07116428e-07,4.87588359e-10,0.00873763021,2.11917414e-10,2.75670931e-10,0,0,2.18534257e-08,1.46044721e-11,0.00873762928
1.08029127e-07,4.79520701e-10,0.00873763021,2.10976653e-10,2.68544048e-10,0,0,2.21892833e-08,1.50522459e-11,0.00873762928
1.08941862e-07,4.83810936e-10,0.00873763021,2.1037859e-10,2.7343236e-10,0,0,2.25565735e-08,1.55164857e-11,0.00873762928
1.0980893e-07,5.04206676e-10,0.00873763021,2.15230375e-10,2.88976287e-10,0,0,2.29488375e-08,1.60406081e-11,0.00873762928
1.10721288e-07,5.5123961e-10,0.00873763021,2.29560315e-10,3.21679294e-10,0,0,2.34324418e-08,1.6580062e-11,0.00873762928
1.11633391e-07,6.05528627e-10,0.00873763021,2.46646648e-10,3.5888198e-10,0,0,2.39213698e-08,1.69448101e-11,0.00873762928
1.12545194e-07,6.54903964e-10,0.00873763021,2.64596733e-10,3.90307231e-10,0,0,2.43863507e-08,1.72417722e-11,0.00873762928
1.13411367e-07,6.66900979e-10,0.00873763021,2.72270761e-10,3.94630245e-10,0,0,2.47727368e-08,1.75284717e-11,0.00873762928
1.14323043e-07,6.57676968e-10,0.00873763021,2.71881073e-10,3.85795923e-10,0,0,2.51305146e-08,1.7860843e-11,0.00873762928
1.15234521e-07,6.40752174e-10,0.00873763021,2.67323663e-10,3.7342851e-10,0,0,2.54474735e-08,1.82370629e-11,0.00873762928
1.16100331e-07,6.17849605e-10,0.00873763021,2.6280178e-10,3.55047824e-10,0,0,2.57163979e-08,1.8575726e-11,0.00873762928
1.17012846e-07,5.99671535e-10,0.00873763021,2.6451133e-10,3.35160205e-10,0,0,2.60179629e-08,1.90667343e-11,0.00873762928
1.1792639e-07,5.88793347e-10,0.00873763021,2.64691991e-10,3.24101357e-10,0,0,2.63797979e-08,1.95961407e-11,0.00873762928
1.18839395e-07,5.88644689e-10,0.00873763021,2.62428856e-10,3.26215832e-10,0,0,2.67738862e-08,2.01651144e-11,0.00873762928
1.19706527e-07,6.11156903e-10,0.00873763021,2.68384565e-10,3.42772338e-10,0,0,2.71880687e-08,2.07100725e-11,0.00873762928
1.20618807e-07,6.62530808e-10,0.00873763021,2.85566598e-10,3.7696421e-10,0,0,2.7705692e-08,2.13700342e-11,0.00873762928
1.21530491e-07,7.24781013e-10,0.00873763021,3.0648975e-10,4.18291235e-10,0,0,2.82407537e-08,2.18969096e-11,0.00873762928
1.22441691e-07,7.89031895e-10,0.00873763021,3.30469041e-10,4.58562854e-10,0,0,2.87579436e-08,2.22926452e-11,0.00873762928
1.23307203e-07,8.10355172e-10,0.00873763021,3.42375406e-10,4.67979766e-10,0,0,2.91869107e-08,2.26573742e-11,0.00873762928
1.24218317e-07,7.98444089e-10,0.00873763021,3.41953826e-10,4.5649029e-10,0,0,2.95781266e-08,2.30706391e-11,0.00873762928
1.25129063e-07,7.80016607e-10,0.00873763021,3.35675515e-10,4.44341119e-10,0,0,2.99255625e-08,2.35358313e-11,0.00873762928
1.26039581e-07,7.5416956e-10,0.00873763021,3.28360533e-10,4.25809055e-10,0,0,3.02352632e-08,2.39815008e-11,0.00873762928
1.26904467e-07,7.33315464e-10,0.00873763021,3.30131783e-10,4.03183681e-10,0,0,3.05389776e-08,2.45212375e-11,0.00873762928
1.27813919e-07,7.17343573e-10,0.00873763021,3.31069921e-10,3.86273624e-10,0,0,3.09243866e-08,2.51618205e-11,0.00873762928
1.28723428e-07,7.10197956e-10,0.00873763021,3.26646793e-10,3.83551163e-10,0,0,3.13463531e-08,2.58733313e-11,0.00873762928
1.29632937e-07,7.39865502e-10,0.00873763021,3.35257822e-10,4.04607708e-10,0,0,3.18117372e-08,2.65750737e-11,0.00873762928
1.30542389e-07,8.09059875e-10,0.00873763021,3.59176938e-10,4.49882936e-10,0,0,3.23743663e-08,2.73157399e-11,0.00873762928
1.31406679e-07,8.7216584e-10,0.00873763021,3.79296733e-10,4.92869079e-10,0,0,3.29226602e-08,2.79205149e-11,0.00873762928
1.32317084e-07,9.42880551e-10,0.00873763021,4.04161843e-10,5.38718681e-10,0,0,3.34852324e-08,2.84323832e-11,0.00873762928
1.33228099e-07,9.71117187e-10,0.00873763021,4.1978257e-10,5.51334645e-10,0,0,3.39789068e-08,2.89098294e-11,0.00873762928
1.34139626e-07,9.53730317e-10,0.00873763021,4.1888068e-10,5.34849609e-10,0,0,3.43994877e-08,2.94289766e-11,0.00873762928
1.35005379e-07,9.29515354e-10,0.00873763021,4.10895595e-10,5.18619758e-10,0,0,3.4751384e-08,2.99725973e-11,0.00873762928
1.3591665e-07,8.99035291e-10,0.00873763021,4.00049827e-10,4.98985464e-10,0,0,3.50815128e-08,3.05288538e-11,0.00873762928
1.36827737e-07,8.73939532e-10,0.00873763021,4.00829203e-10,4.73110273e-10,0,0,3.54115564e-08,3.11580865e-11,0.00873762928
1.37738184e-07,8.59577021e-10,0.00873763021,4.05785794e-10,4.53791227e-10,0,0,3.58212908e-08,3.19005829e-11,0.00873762928
1.38603042e-07,8.44272319e-10,0.00873763021,4.01005201e-10,4.43267117e-10,0,0,3.62451509e-08,3.26960126e-11,0.00873762928
1.39513375e-07,8.65640781e-10,0.00873763021,4.05609601e-10,4.6003118e-10,0,0,3.6732839e-08,3.34602901e-11,0.00873762928
1.40423793e-07,9.32791511e-10,0.00873763021,4.27698849e-10,5.05092634e-10,0,0,3.73351234e-08,3.4418652e-11,0.00873762928
1.41334269e-07,1.01761355e-09,0.00873763021,4.54731724e-10,5.62881797e-10,0,0,3.79617617e-08,3.52017929e-11,0.00873762928
1.4224517e-07,1.11604048e-09,0.00873763021,4.89248475e-10,6.26792063e-10,0,0,3.8571649e-08,3.58032042e-11,0.00873762928
1.43110455e-07,1.1592074e-09,0.00873763021,5.10703702e-10,6.48503695e-10,0,0,3.90800921e-08,3.63496976e-11,0.00873762928
1.44021357e-07,1.13423682e-09,0.00873763021,5.0740917e-10,6.2682759e-10,0,0,3.95350312e-08,3.69806928e-11,0.00873762928
1.44932059e-07,1.09653653e-09,0.00873763021,4.93841523e-10,6.02695005e-10,0,0,3.99353937e-08,3.76785374e-11,0.00873762928
1.45842435e-07,1.06075715e-09,0.00873763021,4.81489293e-10,5.79267911e-10,0,0,4.02889384e-08,3.83733115e-11,0.00873762928
1.4670718e-07,1.03087161e-09,0.00873763021,4.80583739e-10,5.50287871e-10,0,0,4.0608235e-08,3.90686372e-11,0.00873762928
1.47616447e-07,1.02349518e-09,0.00873763021,4.87639928e-10,5.35855305e-10,0,0,4.10463024e-08,3.99818234e-11,0.00873762928
1.4852543e-07,1.00752351e-09,0.00873763021,4.84431828e-10,5.23091626e-10,0,0,4.15257944e-08,4.09422531e-11,0.00873762928
1.49434541e-07,1.0280552e-09,0.00873763021,4.90685215e-10,5.37369982e-10,0,0,4.20384723e-08,4.18450552e-11,0.00873762928
1.50343638e-07,1.09728848e-09,0.00873763021,5.15561482e-10,5.81727055e-10,0,0,4.2679396e-08,4.30261035e-11,0.00873762928
1.51207331e-07,1.1890311e-09,0.00873763021,5.45435808e-10,6.43595233e-10,0,0,4.33174563e-08,4.38876782e-11,0.00873762928
1.52117209e-07,1.29139321e-09,0.00873763021,5.77878523e-10,7.13514692e-10,0,0,4.3968182e-08,4.46247102e-11,0.00873762928
1.53027941e-07,1.35495504e-09,0.00873763021,6.04135575e-10,7.50819407e-10,0,0,4.45504824e-08,4.53215139e-11,0.00873762928
1.5393951e-07,1.33473232e-09,0.00873763021,6.03719408e-10,7.31012917e-10,0,0,4.50391191e-08,4.60818536e-11,0.00873762928
1.54806102e-07,1.29066713e-09,0.00873763021,5.90477556e-10,7.00189517e-10,0,0,4.54443274e-08,4.68802566e-11,0.00873762928
1.55718524e-07,1.23941901e-09,0.00873763021,5.73230297e-10,6.6618866e-10,0,0,4.58193341e-08,4.77362594e-11,0.00873762928
1.56631046e-07,1.19715382e-09,0.00873763021,5.68711911e-10,6.2844191e-10,0,0,4.61639402e-08,4.85655891e-11,0.00873762928
1.57543766e-07,1.19267396e-09,0.00873763021,5.79679693e-10,6.12994266e-10,0,0,4.66293351e-08,4.96231667e-11,0.00873762928
1.58410799e-07,1.17927013e-09,0.00873763021,5.78908421e-10,6.0036176e-10,0,0,4.71096691e-08,5.06325502e-11,0.00873762928
1.59323562e-07,1.19689847e-09,0.00873763021,5.85127669e-10,6.11770801e-10,0,0,4.7648296e-08,5.16946798e-11,0.00873762928
1.60236041e-07,1.26962241e-09,0.00873763021,6.12030815e-10,6.57591648e-10,0,0,4.83229314e-08,5.30994103e-11,0.00873762928
1.61102449e-07,1.37718936e-09,0.00873763021,6.502483e-10,7.26941063e-10,0,0,4.90170855e-08,5.4134669e-11,0.00873762928
1.62014018e-07,1.50071244e-09,0.00873763021,6.91859681e-10,8.08852707e-10,0,0,4.97231589e-08,5.50371207e-11,0.00873762928
