placement_id,shape_index,x_mm,y_mm,z_mm,theta_deg,radius_mm,protrusion_um,rot_axis_x,rot_axis_y,rot_axis_z,rot_angle_deg
1,0,24.998406260,0.249992396,0.000000000,0.572958,24.999656,4.0603,0.685184,0.414318,0.599052,123.7507
