time_s,ALLIE_mJ,ALLKE_mJ,ALLAE_mJ,ALLSE_mJ,ALLPD_mJ,ALLDMD_mJ,ALLWK_mJ,ALLVD_mJ,ETOTAL_mJ
9.99044829e-08,2.34427127e-08,0.00873763021,7.95437316e-09,1.54883395e-08,0,0,1.26760403e-06,2.15032936e-10,0.00873762928
1.00805444e-07,2.59797801e-08,0.00873763021,8.38363512e-09,1.7596145e-08,0,0,1.29443515e-06,2.2398941e-10,0.00873762928
1.01700103e-07,2.85380075e-08,0.00873763021,8.99286068e-09,1.95451477e-08,0,0,1.32199602e-06,2.31945657e-10,0.00873762928
1.02601661e-07,2.900385e-08,0.00873763021,9.2741006e-09,1.97297503e-08,0,0,1.34887898e-06,2.38378373e-10,0.00873762928
1.0350356e-07,2.88014057e-08,0.00873763021,9.84666393e-09,1.89547436e-08,0,0,1.37380096e-06,2.44429005e-10,0.00873762928
1.04405729e-07,2.81264683e-08,0.00873763021,1.05915232e-08,1.75349442e-08,0,0,1.39642043e-06,2.50551718e-10,0.00873762928
1.0530151e-07,2.70602705e-08,0.00873763021,1.11759322e-08,1.58843392e-08,0,0,1.41651924e-06,2.56802413e-10,0.00873762928
1.06203991e-07,2.58196362e-08,0.00873763021,1.15526779e-08,1.42669574e-08,0,0,1.43447642e-06,2.63061073e-10,0.00873762928
1.07100021e-07,2.52769716e-08,0.00873763021,1.12798357e-08,1.39971359e-08,0,0,1.45396757e-06,2.71177941e-10,0.00873762928
1.08002695e-07,2.54194497e-08,0.00873763021,1.03686659e-08,1.5050782e-08,0,0,1.47612525e-06,2.80098583e-10,0.00873762928
1.0890551e-07,2.63312572e-08,0.00873763021,9.87109861e-09,1.64601595e-08,0,0,1.49978337e-06,2.89252539e-10,0.00873762928
1.09801867e-07,2.82283477e-08,0.00873763021,9.91620119e-09,1.83121465e-08,0,0,1.52568884e-06,2.99595015e-10,0.00873762928
1.10704669e-07,3.14215534e-08,0.00873763021,1.04509477e-08,2.09706048e-08,0,0,1.55521525e-06,3.11172726e-10,0.00873762928
1.11600542e-07,3.45944038e-08,0.00873763021,1.11939471e-08,2.34004585e-08,0,0,1.58553235e-06,3.21535354e-10,0.00873762928
1.12502605e-07,3.52370257e-08,0.00873763021,1.15272139e-08,2.37098146e-08,0,0,1.61512139e-06,3.30000055e-10,0.00873762928
1.13404397e-07,3.50467957e-08,0.00873763021,1.21539774e-08,2.28928165e-08,0,0,1.64243204e-06,3.37849859e-10,0.00873762928
1.14306005e-07,3.4239811e-08,0.00873763021,1.29958222e-08,2.12439897e-08,0,0,1.6671014e-06,3.45919071e-10,0.00873762928
1.15200926e-07,3.29470566e-08,0.00873763021,1.37491618e-08,1.91978948e-08,0,0,1.68895008e-06,3.53837931e-10,0.00873762928
1.16102292e-07,3.13891633e-08,0.00873763021,1.41771537e-08,1.72120114e-08,0,0,1.7083853e-06,3.61673191e-10,0.00873762928
1.17005015e-07,3.05658965e-08,0.00873763021,1.39136942e-08,1.66522032e-08,0,0,1.72912598e-06,3.7183992e-10,0.00873762928
1.17902005e-07,3.06511154e-08,0.00873763021,1.28979112e-08,1.77532034e-08,0,0,1.75294758e-06,3.83610227e-10,0.00873762928
1.18805318e-07,3.14826067e-08,0.00873763021,1.22121957e-08,1.92704093e-08,0,0,1.77857044e-06,3.95648875e-10,0.00873762928
1.19701852e-07,3.3524465e-08,0.00873763021,1.21633486e-08,2.13611173e-08,0,0,1.80633299e-06,4.09071249e-10,0.00873762928
1.20604696e-07,3.72875171e-08,0.00873763021,1.27930111e-08,2.44945078e-08,0,0,1.83847646e-06,4.23457464e-10,0.00873762928
1.21500449e-07,4.08519512e-08,0.00873763021,1.35703235e-08,2.72816294e-08,0,0,1.87153034e-06,4.37167913e-10,0.00873762928
1.22402199e-07,4.21776996e-08,0.00873763021,1.40840735e-08,2.8093627e-08,0,0,1.90398453e-06,4.48906773e-10,0.00873762928
1.23303479e-07,4.2041929e-08,0.00873763021,1.47945256e-08,2.72474026e-08,0,0,1.93384471e-06,4.59619898e-10,0.00873762928
1.24204391e-07,4.11453058e-08,0.00873763021,1.57190492e-08,2.54262549e-08,0,0,1.96070505e-06,4.69925487e-10,0.00873762928
1.25105075e-07,3.96183175e-08,0.00873763021,1.66871352e-08,2.29311805e-08,0,0,1.984542e-06,4.80126938e-10,0.00873762928
1.26005574e-07,3.77533844e-08,0.00873763021,1.71993992e-08,2.05539834e-08,0,0,2.00557201e-06,4.90216645e-10,0.00873762928
1.26905704e-07,3.66484265e-08,0.00873763021,1.70966477e-08,1.95517806e-08,0,0,2.02728211e-06,5.02573427e-10,0.00873762928
1.27805606e-07,3.66277249e-08,0.00873763021,1.58825042e-08,2.07452207e-08,0,0,2.05300034e-06,5.17424104e-10,0.00873762928
